"","Sub_Transect_Number","Survey_Date","Year","Latitude_DD","Longitude_DD","Transect_Location","Watermass_Strata","Depth_Strata","Depth_Continuous","Substrate_Type","Ledge","Boulder","Cobble","Gravel","Mud","Bottom_Salinity_HYCOM","Bottom_Temperature_HYCOM","Bottom_Velocity_HYCOM","Bottom_Direction_HYCOM","Shannon.Weiner_Diversity","Assemblage_Density_per_100sqm","Assemblage_Biomass_kg_per_100sqm","Economic_Value_per_100sqm","Demersal_Fish_Density_per_100sqm","Mobile_Benthic_Invertebrate_Density_per_100sqm","Sessile_Invertebrate_Density_per_100sqm","Radiated_Shanny","Red_Hake","White_Hake","Cunner","Alligatorfish","Atlantic_Cod","Witch_Flounder","Snakeblenny","Silver_Hake","American_Plaice","Longhorn_Sculpin","Shorthorn_Sculpin","Pollock","Acadian_Redfish","Green_Sea_Urchin","Northern_Seastar","Blood_Star","American_Lobster","Jonah_Crab","Atlantic_Rock_Crab","Common_Sand_Dollar","Northern_Shrimp","Giant_Sea_Scallop","Sea_Potato","Pacific_Orange_Crust","Northern_Cerianthid","Boring_Sponge","White_Crust_Tunicate","Breadcrumb_Sponge","Finger_Sponge","Hydroid_sp","Iophon_Sponge","Palmate_Sponge","Clonal_Plumose_Anemone","Red_Beard_Sponge","Northern_Horse_Mussel","Sabellid_Worm","Polymastia_Sponge","Porifera_sp","Fig_Sponge","Northern_Lampshell","Tunicate_sp","Northern_Red_Anemone","Region","Segment_Area_sqm"
"290",1049,"7/17/2013 0:00",2013,43.64542,-70.01732,"Halfway Ledge","WMCC",60,42,"gravel",0,0,0,1,0,32.2999992,7.342999935,0.0042426,45,0.126931,229.3402645,3.7084628,29.4327634,0,6.3705629,222.9697016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3705629,0,0,0,0,0,0,0,222.9697016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",15.6972
"291",302.5,"7/9/2012 0:00",2012,44.00195,-68.623214,"Eastern Head","EMCC",30,35,"boulder",0,1,0,0,0,32.1870003,10.14900017,0,180,0,6.3616861,3.7032954,29.3917515,0,6.3616861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3616861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane Island Area",31.43820632
"292",1020,"7/17/2013 0:00",2013,43.64725,-70.022465,"Halfway Ledge","WMCC",30,28,"boulder",0,1,0,0,0,32.2999992,7.342999935,0.0042426,45,0.723004,3997.819781,15.7154335,28.9509,93.8455348,37.5382139,3866.436032,0,0,0,93.8455348,0,0,0,0,0,0,0,0,0,0,0,25.0254759,0,6.256369,6.256369,0,0,0,0,0,0,0,12.512738,325.3311871,212.7165454,0,0,0,0,0,0,0,0,0,0,12.512738,3284.593716,0,18.769107,"Casco Bay",15.983712
"293",229,"7/20/2011 0:00",2011,43.854297,-69.53855,"Inner John's Bay","WMCC",30,29,"mud",0,0,0,0,1,31.4799995,15.63199997,0,180,0.636514,9.1549382,3.5775529,28.2202441,0,9.1549382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1032921,3.0516461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",32.7692
"294",1104,"7/17/2013 0:00",2013,43.647161,-70.022897,"Halfway Ledge","WMCC",30,24,"ledge",1,0,0,0,0,32.2999992,7.342999935,0.0042426,45,1.285575,3395.443741,6.6661818,28.1640156,24.3837971,42.6716449,3328.3883,0,0,0,24.3837971,0,0,0,0,0,0,0,0,0,0,0,18.2878478,18.2878478,6.0959493,0,0,0,0,0,0,0,0,18.2878478,713.2260641,274.317717,0,0,0,487.6759413,0,0,0,0,6.0959493,0,0,1828.78478,0,0,"Casco Bay",16.404336
"295",1527,"8/19/2013 0:00",2013,43.754463,-69.301523,"Gull 3","WMCC",30,40,"ledge",1,0,0,0,0,32.7150002,6.443999767,0.0322025,64,0.181298,3734.831075,4.2837688,27.8761984,6.0336528,12.0673056,3716.730117,0,0,0,6.0336528,0,0,0,0,0,0,0,0,0,0,0,6.0336528,0,6.0336528,0,0,0,0,0,0,0,0,18.1009584,54.3028751,0,24.1346111,0,0,0,0,0,0,0,0,0,0,3620.191672,0,0,"Midcoast",16.57370809
"296",1139,"8/6/2013 0:00",2013,43.662095,-69.932605,"Buoy 20","WMCC",30,32,"boulder",0,1,0,0,0,32.368,9.838000298,0.02,90,0.402556,2279.152659,18.0524252,27.855,106.0071004,4.4169625,2168.728596,0,0,0,101.5901379,0,4.4169625,0,0,0,0,0,0,0,0,0,0,0,0,4.4169625,0,0,0,0,0,0,0,0,26.5017751,0,0,0,0,0,0,0,66.2544378,0,0,0,0,2075.972383,0,0,"Casco Bay ",22.63999289
"297",1356,"8/6/2013 0:00",2013,43.66214,-69.932615,"Buoy 20","WMCC",30,32,"ledge",1,0,0,0,0,32.368,9.838000298,0.02,90,0.557516,4156.361729,11.2756822,27.855,53.0035502,4.4169625,4098.941216,0,0,0,48.5865877,0,4.4169625,0,0,0,0,0,0,0,0,0,0,0,0,4.4169625,0,0,0,0,0,0,0,0,13.2508876,0,0,0,0,0,0,0,110.4240629,0,0,0,0,3533.570014,441.6962517,0,"Casco Bay ",22.63999289
"298",1355,"8/6/2013 0:00",2013,43.662195,-69.932738,"Buoy 20","WMCC",30,32,"ledge",1,0,0,0,0,32.368,9.838000298,0.02,90,0.371327,6161.662712,12.9398677,27.8227175,66.2544377,13.2508876,6082.157386,0,0,0,61.8374752,0,4.4169625,0,0,0,0,0,0,0,0,0,0,13.2508876,0,0,0,0,0,0,0,0,0,0,4.4169625,0,0,0,0,0,0,0,0,0,17.6678501,0,4.4169625,5609.542397,441.6962517,4.4169625,"Casco Bay ",22.63999289
"299",1231,"8/19/2013 0:00",2013,43.767425,-69.326125,"Monhegan Cable Route","WMCC",30,29,"gravel",0,0,0,1,0,32.7509995,6.390999794,0.0322025,64,0,5.9456701,3.4611221,27.4697078,0,5.9456701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9456701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",33.63792421
"300",798,"7/10/2013 0:00",2013,43.862167,-69.328887,"Alan Island","WMCC",30,29,"boulder",0,1,0,0,0,32.3470001,7.326000214,0.0140357,274,1.908535,82.177722,4.2149256,27.1622522,5.8698373,17.6095119,58.698373,0,0,0,5.8698373,0,0,0,0,0,0,0,0,0,0,0,0,5.8698373,5.8698373,5.8698373,0,0,0,0,0,0,0,0,17.6095119,23.4793492,0,5.8698373,0,0,0,0,11.7396746,0,0,0,0,0,0,0,"Midcoast",17.03624736
"301",214.5,"7/20/2011 0:00",2011,43.832093,-69.50259,"Pemaquid Point","WMCC",30,28,"boulder",0,1,0,0,0,31.4799995,15.63199997,0,180,1.294545,27.3224044,6.1787881,27.1216617,17.3869846,2.4838549,7.4515648,0,0,0,14.9031297,0,2.4838549,0,0,0,0,0,0,0,0,0,0,0,2.4838549,0,0,0,0,0,0,0,2.4838549,0,0,4.9677099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",40.26
"302",990,"7/10/2013 0:00",2013,43.875255,-69.324763,"Alan Island","WMCC",30,27,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,0,5.8557148,3.4087569,27.0541036,0,5.8557148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8557148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",17.0773344
"303",805,"7/16/2013 0:00",2013,43.673581,-70.006798,"100 ft off Drunken Ledge","WMCC",30,35,"boulder",0,1,0,0,0,32.3069992,7.169000149,0.009434,328,1.332179,29.2639494,4.9036654,27.0405901,11.7055798,5.8527899,11.7055798,0,0,0,11.7055798,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8527899,0,0,0,0,0,0,0,0,0,5.8527899,5.8527899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",17.0858688
"304",590.5,"8/30/2012 0:00",2012,44.629833,-67.248067,"Cape Washington","EMCC",30,25,"cobble",0,0,1,0,0,32.9770012,8.265999794,0.003,180,0,5.8459141,3.4030517,27.0088231,0,5.8459141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8459141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",17.1059647
"305",262.5,"7/20/2011 0:00",2011,43.831457,-69.503841,"Pemaquid Point","WMCC",30,22,"ledge",1,0,0,0,0,31.4799995,15.63199997,0,180,1.532546,113.8057174,13.3415247,26.7069047,67.7414984,5.4193199,40.6448991,0,0,0,43.354559,0,2.7096599,0,0,0,0,0,0,16.2579596,5.4193199,0,0,5.4193199,0,0,0,0,0,0,0,0,0,0,0,5.4193199,0,0,0,0,0,0,35.2255792,0,0,0,0,0,0,0,"Midcoast",36.905
"306",1424,"8/19/2013 0:00",2013,43.761886,-69.332341,"Monhegan Cable Route","WMCC",60,45,"ledge",1,0,0,0,0,32.7509995,6.390999794,0.0322025,64,0.37913,1505.448851,4.8400908,26.6488657,11.5360065,46.1440261,1447.768819,0,0,0,11.5360065,0,0,0,0,0,0,0,0,0,0,0,0,40.3760228,5.7680033,0,0,0,0,0,0,0,0,0,57.6800326,0,0,0,0,0,0,0,0,0,0,0,0,1384.320783,0,5.7680033,"Midcoast",17.3370221
"307",1430,"8/20/2013 0:00",2013,43.753664,-69.334409,"Monhegan Cable Route","WMCC",60,53,"ledge",1,0,0,0,0,32.7680016,6.447000027,0.0322025,64,1.221875,746.8801178,4.1448374,26.5695789,5.7452317,17.2356951,723.8991911,0,0,0,5.7452317,0,0,0,0,0,0,0,0,0,0,0,0,5.7452317,5.7452317,0,5.7452317,0,0,0,0,0,45.9618534,0,195.337877,0,22.9809267,0,0,0,0,0,0,0,0,0,0,430.8923756,0,28.7261584,"Midcoast",17.40573847
"308",212.6,"8/22/2011 0:00",2011,43.772096,-69.317744,"Barrel 3","WMCC",30,21,"ledge",1,0,0,0,0,32.0169983,6.171000004,0.003,90,0.731493,205.4780494,7.2478806,26.3981773,30.4411925,11.4154472,163.6214097,0,0,0,30.4411925,0,0,0,0,0,0,0,0,0,0,0,0,1.9025745,5.7077236,3.8051491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.7188352,0,0,0,0,0,0,1.9025745,"Midcoast",52.5603588
"309",797,"7/10/2013 0:00",2013,43.861397,-69.330683,"Alan Island","WMCC",30,28,"boulder",0,1,0,0,0,32.3470001,7.326000214,0.0140357,274,0.257319,79.9424926,3.3240364,26.3817063,0,5.710178,74.2323145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.710178,0,0,0,0,0,0,0,0,0,74.2323145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",17.5125888
"310",225.15,"7/20/2011 0:00",2011,43.852636,-69.539413,"Inner John's Bay","WMCC",30,29,"mud",0,0,0,0,1,31.4799995,15.63199997,0,180,0.636514,8.5278876,3.3237186,26.2793996,0,8.5278876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6852584,0,2.8426292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",35.1787
"311",1343,"8/6/2013 0:00",2013,43.662594,-69.934156,"Buoy 20","WMCC",30,32,"ledge",1,0,0,0,0,32.368,9.838000298,0.02,90,0.203445,3108.910618,8.3395493,25.8353806,32.8117216,0,3076.098896,0,0,0,28.7102564,0,4.1014652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2029304,0,0,0,0,0,0,0,12.3043956,0,0,0,0,2994.069592,61.5219779,0,"Casco Bay ",24.38153081
"312",1437,"8/19/2013 0:00",2013,43.748375,-69.30204,"Gull 3","WMCC",30,27,"ledge",1,0,0,0,0,32.7150002,6.443999767,0.0322025,64,0.063323,4667.937357,12.2264594,25.6070134,46.1714872,0,4621.76587,0,0,0,0,0,0,0,0,0,0,0,0,46.1714872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6171487,0,0,0,0,0,0,0,0,0,0,0,4617.148721,0,0,"Midcoast",21.65838834
"313",631,"9/2/2012 0:00",2012,44.177221,-68.16081,"Baker's Island Lighthouse","EMCC",60,53,"boulder",0,1,0,0,0,32.8129997,8.680000305,0.0237065,332,1.332179,13.8475534,3.2279849,25.5909419,0,8.3085321,5.5390214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7695107,5.5390214,0,0,0,0,0,0,0,2.7695107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7695107,"MDI",36.10746144
"314",625,"9/2/2012 0:00",2012,44.183813,-68.157795,"Baker's Island Lighthouse","EMCC",60,55,"boulder",0,1,0,0,0,32.8129997,8.680000305,0.0237065,332,1.498789,85.6378404,3.2198265,25.526263,0,11.050044,52.4877087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525022,5.525022,0,0,0,0,0,0,0,0,0,44.2001757,2.762511,2.762511,0,0,0,0,0,0,0,0,0,0,0,0,2.762511,"MDI",36.19895113
"315",1181,"8/20/2013 0:00",2013,43.774123,-69.32158,"Jimmys Hub","WMCC",30,35,"boulder",0,1,0,0,0,32.7680016,6.447000027,0.0322025,64,0.905823,384.1546046,17.2277702,25.354861,109.7584584,5.4879229,268.9082231,0,0,0,109.7584584,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4879229,0,0,0,0,0,0,0,0,0,10.9758458,0,0,0,0,0,0,0,0,0,0,0,10.9758458,246.9565315,0,0,"Midcoast",18.22183027
"316",301.5,"7/9/2012 0:00",2012,44.001571,-68.62434,"Eastern Head","EMCC",30,34,"boulder",0,1,0,0,0,32.1870003,10.14900017,0,180,1.494175,21.767697,3.1934007,25.1622285,0,10.8838485,10.8838485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7209621,5.4419243,2.7209621,0,0,0,0,0,0,0,0,8.1628864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7209621,"Hurricane Island Area",36.75170598
"317",260.5,"7/20/2011 0:00",2011,43.852402,-69.492923,"East Pemaquid Point","WMCC",30,17,"ledge",1,0,0,0,0,31.4799995,15.63199997,0,180,0.457063,618.0357996,11.8514304,25.1398358,51.6464457,1.7215482,564.6678058,0,0,0,20.6585783,0,0,0,0,0,0,0,0,30.9878674,0,0,0,0,1.7215482,0,0,0,0,0,0,0,0,0,0,1.7215482,1.7215482,0,0,0,0,0,556.0600648,0,0,0,1.7215482,1.7215482,0,1.7215482,"Midcoast",58.08725
"318",681.5,"9/2/2012 0:00",2012,44.186084,-68.165501,"Baker's Island Lighthouse","EMCC",60,53,"mud",0,0,0,0,1,32.8129997,8.680000305,0.0237065,332,0.191444,112.9960356,3.132276,24.8597722,0,5.3807636,107.615272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3807636,0,0,0,0,0,0,0,107.615272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MDI",18.5847228
"319",377,"7/9/2012 0:00",2012,44.008325,-68.625788,"Head Harbor","EMCC",30,29,"ledge",1,0,0,0,0,32.1870003,10.14900017,0,180,1.730503,75.1847676,3.6327362,24.2056513,2.5925782,62.2218767,10.3703128,0,0,0,2.5925782,0,0,0,0,0,0,0,0,0,0,0,0,12.962891,5.1851564,18.1480474,25.9257819,0,0,0,0,0,0,0,0,2.5925782,0,0,0,0,0,0,0,0,2.5925782,0,0,0,0,5.1851564,"Hurricane Island Area",38.5716428
"320",597,"8/30/2012 0:00",2012,44.629274,-67.235978,"Cape Washington","EMCC",30,19,"boulder",0,1,0,0,0,32.9770012,8.265999794,0.003,180,1.175549,477.8761189,3.0734938,24.0432915,0,20.7772224,441.5159793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1943056,5.1943056,5.1943056,0,5.1943056,0,0,0,316.852644,0,0,10.3886113,0,0,25.9715282,0,0,83.1088902,0,0,0,0,0,5.1943056,0,0,0,0,"Cutler",19.25185134
"321",1600,"8/19/2013 0:00",2013,43.762078,-69.332456,"Monhegan Cable Route","WMCC",60,51,"mud",0,0,0,0,1,32.7509995,6.390999794,0.0322025,64,0.586042,219.5623537,3.3026842,23.8893524,0,45.9549112,173.6074424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1061012,40.84881,0,0,0,0,0,0,173.6074424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",19.58441385
"322",211.8,"8/22/2011 0:00",2011,43.774599,-69.298215,"Burnt ledges","WMCC",60,43,"ledge",1,0,0,0,0,32.0169983,6.171000004,0.003,90,1.488126,91.1689883,3.6822146,23.8547407,5.1605088,6.8806784,79.1278012,0,0,0,5.1605088,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1605088,1.7201696,0,0,0,0,0,0,1.7201696,0,0,0,0,0,0,29.242883,39.5639006,0,0,0,0,0,5.1605088,0,0,3.4403392,"Midcoast",58.13380296
"323",853,"7/16/2013 0:00",2013,43.672985,-70.006457,"100 ft off Drunken Ledge","WMCC",30,38,"gravel",0,0,0,1,0,32.3069992,7.169000149,0.009434,328,0.283936,159.6641079,3.0398534,23.8333626,0,10.3009102,149.3631977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1504551,5.1504551,0,0,0,0,0,0,149.3631977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Casco Bay",19.41576
"324",221.8,"8/22/2011 0:00",2011,43.773187,-69.315652,"Barrel 3","WMCC",30,24,"mud",0,0,0,0,1,32.0169983,6.171000004,0.003,90,1.019302,108.0771834,4.1578408,23.7870003,9.006432,7.7197987,73.3380888,0,0,0,9.006432,0,0,0,0,0,0,0,0,0,0,0,0,1.2866331,5.1465325,1.2866331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.3380888,0,0,0,0,0,0,0,"Midcoast",77.72223269
"325",429,"8/30/2012 0:00",2012,44.687533,-67.130733,"Holmes Cove","EMCC",30,37,"gravel",0,0,0,1,0,32.9770012,8.265999794,0.003,180,0,0.6705469,0.9343456,23.4826452,0,0.6705469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6705469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",149.1320042
"326",1096,"7/17/2013 0:00",2013,43.64673,-70.02438,"Halfway Ledge","WMCC",30,25,"ledge",1,0,0,0,0,32.2999992,7.342999935,0.0042426,45,0.425526,11001.89141,12.6455613,23.3701406,75.8751132,25.2917044,10900.7246,0,0,0,75.8751132,0,0,0,0,0,0,0,0,0,0,0,5.0583409,15.1750226,5.0583409,0,0,0,0,0,0,151.7502264,0,0,35.4083862,318.6754755,0,0,0,126.458522,0,0,126.458522,0,5.0583409,0,20.2333635,10116.68176,0,0,"Casco Bay",19.769328
"327",1106,"7/17/2013 0:00",2013,43.647302,-70.022212,"Halfway Ledge","WMCC",30,26,"ledge",1,0,0,0,0,32.2999992,7.342999935,0.0042426,45,0.362332,4395.698225,3.5913175,23.3701406,5.0583409,10.1166818,4380.523202,0,0,0,5.0583409,0,0,0,0,0,0,0,0,0,0,0,5.0583409,0,5.0583409,0,0,0,0,0,0,0,0,0,65.7584314,227.6253396,0,0,0,5.0583409,0,0,0,0,35.4083862,0,0,4046.672704,0,0,"Casco Bay",19.769328
"328",375.5,"7/9/2012 0:00",2012,44.002067,-68.622803,"Eastern Head","EMCC",30,32,"ledge",1,0,0,0,0,32.1870003,10.14900017,0,180,0.89538,100.3732695,3.6167134,23.2235063,5.0186635,10.037327,85.3172791,0,0,0,5.0186635,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0186635,5.0186635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.2799521,0,0,0,0,0,0,10.037327,"Hurricane Island Area",19.92562372
"329",1285,"8/19/2013 0:00",2013,43.766687,-69.320991,"Monhegan Cable Route","WMCC",30,20,"gravel",0,0,0,1,0,32.7509995,6.390999794,0.0322025,64,0,3.6867965,4.1967844,23.2233567,3.6867965,0,0,0,0,0,0,0,3.6867965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",27.12381911
"330",683.5,"9/3/2012 0:00",2012,43.774617,-68.870046,"Mat. 3 W","EMCC",60,61,"mud",0,0,0,0,1,32.882,7.260000229,0.0108167,34,1.002718,45.2100059,2.9242074,23.2084045,10.046668,5.023334,30.1400039,5.023334,0,0,0,0,0,0,5.023334,0,0,0,0,0,0,0,0,0,5.023334,0,0,0,0,0,0,0,30.1400039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hurricane Island Area",19.9070976
"331",1215,"8/6/2013 0:00",2013,43.661917,-69.932248,"Buoy 20","WMCC",30,34,"gravel",0,0,0,1,0,32.368,9.838000298,0.02,90,0.235239,1577.815828,12.0929619,23.0686647,69.9032329,4.9930881,1502.919507,0,0,0,64.9101448,0,0,0,0,0,0,0,4.9930881,0,0,0,0,0,4.9930881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9930881,0,0,1497.926419,0,0,"Casco Bay ",20.02768602
"332",1616,"8/20/2013 0:00",2013,43.749757,-69.331639,"Monhegan Cable Route","WMCC",60,65,"mud",0,0,0,0,1,32.7680016,6.447000027,0.0322025,64,0.142506,154.1780082,2.8951886,22.9780923,0,4.9734841,149.2045241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9734841,0,0,0,0,0,0,0,149.2045241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",20.10662892
"333",1615,"8/20/2013 0:00",2013,43.749454,-69.331444,"Monhegan Cable Route","WMCC",60,72,"mud",0,0,0,0,1,32.7680016,6.447000027,0.0322025,64,0.29114,138.8430988,3.2269348,22.8389278,4.6281033,4.6281033,129.5868922,0,4.6281033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6281033,0,0,0,0,0,0,0,129.5868922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",21.60712362
"334",661.5,"9/2/2012 0:00",2012,44.177253,-68.16082,"Baker's Island Lighthouse","EMCC",60,53,"ledge",1,0,0,0,0,32.8129997,8.680000305,0.0237065,332,1.039721,18.8326726,3.451001,22.8327408,9.4163363,9.4163364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4163363,0,0,4.7081682,4.7081682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MDI",21.2396832
"335",1062,"7/16/2013 0:00",2013,43.678959,-70.0644,"100 ft off Jewel Island","WMCC",30,25,"ledge",1,0,0,0,0,32.3059998,7.084000111,0.0090554,354,0.130679,2234.143613,3.6053376,22.5811437,4.8568339,43.7115055,2185.575273,0,0,0,4.8568339,0,0,0,0,0,0,0,0,0,0,0,0,19.4273358,4.8568339,19.4273358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2185.575273,0,0,"Casco Bay",20.5895448
"336",224.6,"7/23/2011 0:00",2011,43.804099,-69.530256,"200  off Pem Pt","WMCC",60,63,"mud",0,0,0,0,1,31.7649994,13.35099983,0,180,0.801234,172.5435071,2.991722,22.5660344,0,46.3311269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7928752,0,0,0,41.5382517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",62.59290877
"337",1587,"8/19/2013 0:00",2013,43.763565,-69.335586,"Monhegan Cable Route","WMCC",60,68,"mud",0,0,0,0,1,32.7509995,6.390999794,0.0322025,64,0,4.8667528,2.8330576,22.4849805,0,4.8667528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8667528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",20.54758174
"338",661,"9/2/2012 0:00",2012,44.177067,-68.160717,"Baker's Island Lighthouse","EMCC",60,53,"ledge",1,0,0,0,0,32.8129997,8.680000305,0.0237065,332,0.687092,62.7755754,2.889108,22.3806381,0,62.7755753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.2889041,0,4.8288904,9.6577808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MDI",20.70869112
"339",213.9,"8/22/2011 0:00",2011,43.775305,-69.320202,"Jimmys Hub","WMCC",30,26,"ledge",1,0,0,0,0,31.8880005,6.40899992,0.0092195,103,0.322778,302.7569372,4.4725837,22.3326206,12.8832739,8.0520461,281.8216171,0,0,0,12.8832739,0,0,0,0,0,0,0,0,0,0,0,0,1.6104092,4.8312277,1.6104092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.8216171,0,0,0,0,0,0,0,"Midcoast",62.09601726
"340",367,"7/9/2012 0:00",2012,43.988768,-68.833512,"2a","EMCC",30,40,"ledge",1,0,0,0,0,32.0859985,10.40600014,0.0014142,315,1.557113,24.0676697,2.8844857,22.3135915,0,21.6609026,2.406767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8135339,4.8135339,7.2203009,4.8135339,0,0,0,0,0,0,0,0,0,0,0,0,0,2.406767,0,0,0,0,0,0,0,0,0,"Hurricane Island Area",41.54951491
"341",996,"7/10/2013 0:00",2013,43.877648,-69.325023,"Alan Island","WMCC",30,27,"mud",0,0,0,0,1,32.3470001,7.326000214,0.0140357,274,0,4.7943066,2.7908849,22.1502706,0,4.7943066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7943066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",20.8580736
"342",1623,"8/20/2013 0:00",2013,43.751754,-69.333463,"Monhegan Cable Route","WMCC",60,69,"mud",0,0,0,0,1,32.7680016,6.447000027,0.0322025,64,0.324508,123.7687052,2.8096002,22.0281089,0,9.5206696,114.2480356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7603348,4.7603348,0,0,0,0,0,0,114.2480356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",21.00692574
"343",526,"8/30/2012 0:00",2012,44.7149,-67.106067,"Light Bulb Cove","EMCC",30,15,"boulder",0,1,0,0,0,32.9770012,8.265999794,0.003,180,0.830518,48.0161786,10.35552,21.9637733,40.6290742,7.3871044,0,0,0,0,7.3871044,0,0,0,0,0,0,0,0,33.2419698,0,7.3871044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cutler",27.07420784
"344",1613,"8/19/2013 0:00",2013,43.767506,-69.322711,"Monhegan Cable Route","WMCC",30,33,"mud",0,0,0,0,1,32.7509995,6.390999794,0.0322025,64,0.735622,37.8012258,6.4136286,21.8653086,28.3509194,9.4503064,0,0,0,0,28.3509194,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7251532,4.7251532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Midcoast",21.16333484
